site,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,M,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NP,LEQf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BIO,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,nROI,aROI,H,species_richness,count,habitat
BA-01,4122.157142857143,-3.667163527211218e-11,1.1798686143164248e-05,-0.6333779944118207,30.274635198642507,93.32003140495178,-46.636455003467226,1.6644717568361636,0.0047622083900978355,0.9367323908849285,0.15785156717999757,815.6190476190476,6.010640551172356,0.10414074667993767,0.03629894720135913,2.845528455284553,3.333441188954248e-05,8.84302939948905e-09,11.936000945850074,167.8466072725406,14.833333333333334,39.14468353687115,-56.71113460526898,2.855818142140135,0.3542691365282585,0.06399032513628972,0.3958178824904886,0.2993105076661495,0.05902151984037078,14.014162729202285,2.5126534896784336,299.1796083386521,-0.8094610069383176,0.13127698613114278,0.02266371203866641,0.0018219822696847238,12.830663205655664,0.029362939041501487,1.853752193090225,0.38668684826719885,0.1365895432727666,0.1446570005188574,0.1257127657697411,0.1335077672032566,689.7011253720239,8.956695032235999,0.009012125556523377,0.0464379819878666,0.13451039848807703,0.5316878466801536,0.2960356297323085,1.1773036294876074,3.0489167557891683,9006.363762620456,0.7273261790159447,0.20063176120638274,1.26190743157988,295.3029725609756,0.8379303406660767,0.33307868946453756,4.357142857142857,42,Arable land
BA-02,6589.54007936508,-2.8047196277093283e-12,3.409321797245494e-06,-0.3099294544003503,17.024492319158387,87.99194347028958,-50.15539973270305,1.059363353302502,0.003185288669210826,0.9618767224092283,0.10801607269577074,558.1190476190476,5.239202896480735,0.05953993751555194,0.0336264552835933,1.7609883130081299,2.5326414294876316e-05,3.168565215797764e-09,11.675405445033304,160.03026832559124,5.666666666666667,34.87747020350527,-60.506171481494434,2.3836416849997115,0.4316135322484606,0.019922086296088836,0.34310839577782853,0.27787463589762945,0.026441477340107416,11.658024421177192,2.010840102921844,297.5272305197554,-0.8438286078765638,0.08860117051688654,0.008386355522795033,0.0004636599007683405,5.18364474119823,0.011247324096515424,2.084892864097026,0.19877365005288158,0.13615365998789525,0.13702968253080977,0.12675263412877621,0.1312994249401996,678.2928292410714,7.0198794786161125,0.006160870195808624,0.046126225344817494,0.09535177402551726,0.5234435581533962,0.3076951084902028,1.3236570133841339,3.566807724606942,15300.895450299415,0.7810033010835631,0.3758630018480688,1.2241426146740781,99.03772865853658,0.2388305000184355,0.4162397107313939,2.5952380952380953,42,Arable land
BA-03,3594.330158730159,-1.3116374002405426e-11,1.0924754015115423e-05,-0.15380064254481238,13.244390826054328,93.41103449663208,-46.46765291030175,1.4388062407346094,0.0049216105813075575,0.9485137637218808,0.15236804998755837,787.2857142857143,5.5589222964928044,0.094537679596708,0.03251078928209709,2.8768896087398375,2.972243687740002e-05,1.039760235994285e-08,12.755139353828778,183.42855811048634,5.476190476190476,39.505716849935716,-56.015576113441014,2.5212929633767325,0.2954605560688714,0.014604970102040529,0.3286868439201226,0.26431352485356313,0.0672026383055176,10.151680654331825,2.243527754971113,298.67190497685596,-0.9438885931823529,0.0295000854506269,0.026389493172426986,0.0005000275369844262,7.720961076695583,0.032525892386765516,1.6902173691578724,0.4530361317682348,0.14459086984848715,0.14176560005623334,0.1261813494021775,0.13353023554018487,689.8171968005952,7.024495353113193,0.007522878096021555,0.04596381071151878,0.11731069293396051,0.5295240688078002,0.2882611592846839,1.0271407410039444,2.656054208414705,6126.591946573173,0.6867281334423313,0.1527485162407146,1.2343030245574653,224.7284679878049,0.5355700778787125,0.28128272044771935,3.2142857142857144,42,Arable land
BA-04,4313.84246031746,-1.898663505026587e-11,8.833818769230248e-06,-0.02677142487868675,6.775177691805601,92.29175010805673,-46.56377384357895,1.3145493261571992,0.004861052885200755,0.9612970177102915,0.1487599878348862,768.6428571428571,5.297354450435256,0.09679559844065355,0.036967151219150195,2.531916920731707,3.701679658224559e-05,7.804229953111774e-09,10.802104330870524,141.60998574000683,10.119047619047619,38.7097193623431,-57.20695260813826,2.9166719704813624,0.41619933267102205,0.06719199526611104,0.3972476844993388,0.2966312377248127,0.0637420577349813,12.287963518455385,2.458765167745896,299.6357320446846,-0.784519151716683,0.13877063384352836,0.020487787462214174,0.0025996337346760427,16.29046287094083,0.027645216744461815,2.141114995424277,0.22865799205023027,0.1457346589676636,0.1600573464172562,0.12663565141096506,0.14045186057993653,725.5743117559524,10.082452898203977,0.015068197523758774,0.05283399072819642,0.19023049604742706,0.5324011605423555,0.3086677164839097,1.3841231690865787,3.4733670546381554,11543.738116106018,0.7851242574838613,0.24142824787035977,1.2950704457280262,313.9767530487805,1.2832940065423188,0.39949835801616096,4.833333333333333,42,Arable land
BA-05,3358.573412698413,6.9323000499115735e-12,0.00013433213245135338,-1.062669939085526,53.01290518955629,99.38299430166803,-45.856552177967785,5.477231457159446,0.0052457966265018734,0.8323496737972511,0.21464513810168925,1109.0714285714287,10.112151791499295,0.17446339867473984,0.057460115715790246,2.8709349593495936,3.871386804090534e-05,3.690259609334761e-08,13.341746440160312,202.24758139277128,3.761904761904762,42.44850430654621,-56.50796428215213,5.956468588698347,0.27026868503749263,0.0149908443757472,0.1876503518927805,0.14618560340519032,0.02561950197120658,4.737316221410998,0.8511736185494433,298.9346208807704,-0.9403472923402413,0.0333140407284424,0.09134398723307317,0.0012093036044628716,10.288285048491309,0.10942632104214256,1.3056575186893644,0.5585360077305203,0.1451684519739972,0.16451613904985493,0.13157681626449846,0.1443325996557159,745.6222098214286,7.59923714789845,0.016971362880348572,0.05275173313542921,0.23766830606820616,0.5266971401553443,0.27321222326561945,0.9309983741769433,2.463282483075484,5298.338468757672,0.6425823328043447,0.11590752438997837,1.264773394526491,137.719131097561,0.5184163668007853,0.23341810055596238,1.0714285714285714,42,Arable land
BA-06,4014.6515873015874,-3.92934696314799e-12,2.593793342579139e-05,-0.5468249953020617,23.189003373416746,94.95974387200971,-46.13091215161121,2.6209223687792695,0.005125407102848305,0.9178767020233832,0.1792741482116361,926.3095238095239,6.949811731197537,0.13025426930981407,0.043120678168976745,2.884432164634146,3.7679485361247636e-05,1.6330276832502302e-08,11.79085573019262,167.11629894006288,4.976190476190476,40.754641414219535,-56.093985131871214,3.8486265460907534,0.33920479834518097,0.05696962116584182,0.21029492338721717,0.167415150519987,0.0602029957871831,7.183410244747943,1.524622066357859,301.07210277749675,-0.801621040142697,0.16769929349831425,0.039028323593026215,0.005938383893966464,11.553939144359191,0.05419669373285673,1.5945434415513213,0.4727965808528068,0.14232359033678624,0.15775765837253844,0.1273986105602202,0.1396633893860728,721.5010695684524,9.179149461274205,0.013463646806961207,0.04883461086663806,0.19015294653863896,0.5370291190944065,0.2917710768891738,1.1931189203682655,2.945337011637632,7026.534363725921,0.7160123042027369,0.17442678012171622,1.3174246202749462,180.33060213414632,0.8371129828964106,0.3150609124978525,1.5,42,Arable land
BA-07,6170.272222222222,-6.9240078221589654e-12,4.02674477430055e-06,-0.40817856706978856,15.169014849131868,88.68429578524339,-49.46275017348008,1.0890055194457613,0.003455966847007995,0.9629041488791356,0.10981779977328647,567.4285714285714,5.253518848744075,0.06196374427456288,0.03478153304571509,1.7566215701219512,2.7146968777602628e-05,4.097063928609163e-09,11.544003521466054,154.5376241063879,7.142857142857143,35.89150793052371,-59.696381072634246,2.5878890031579584,0.41581189442237815,0.013491927670404972,0.3310671441747188,0.26647280947542873,0.05508925473195797,10.074355560376866,2.1851007778652294,299.9388905006172,-0.8501412377075864,0.0858451455851703,0.010829137163544346,0.0005387925794493333,8.817943210427515,0.014177671075300062,2.020912836180637,0.25397279479474616,0.13852459048544746,0.14153126143288058,0.12598698481218554,0.13274442886063637,685.7577194940476,7.172954693384291,0.0067226866398659236,0.045393454301714375,0.10872751330129168,0.5329679576476548,0.30802703978580037,1.3351057437440488,3.467190208059139,13921.627050111416,0.7782835725945316,0.3156789942956277,1.2379157407731987,248.18978658536585,0.5471355102847372,0.4019852047250578,3.8095238095238093,42,Arable land
BA-09,5264.445453812943,5.1483115703016196e-11,1.7348477859098104e-05,0.7674345553270069,67.99731129277654,94.98504342384842,-46.63426086481023,3.3622444725604983,0.0047079791204852955,0.8763502002468951,0.1719376230267605,888.4761904761905,8.373315612385653,0.12648312880100954,0.05238966756068584,2.3848441874963613,4.005623043905592e-05,1.5995018623650286e-08,12.70879556839186,180.13039236107124,5.714285714285714,41.59882533620742,-56.30763391807028,4.906459254277703,0.3020009854029758,0.01254972917883273,0.28729152237531463,0.22098063051398256,0.031925161934004596,9.997925330707464,1.9436547188473883,299.93852694712916,-0.9193159260482295,0.04281756019862366,0.0405619073550911,0.0013902217588991237,5.312416844680484,0.05225397614394041,1.5041519489325699,0.5167293136519214,0.15286364770430683,0.1583218335014452,0.13366449934161723,0.14403705682271328,744.1574125744048,7.671397174886008,0.015957096389200055,0.056121774603811625,0.22966749427430388,0.5291682114138102,0.29141993493351676,1.0502848442523034,2.7041469972386034,6762.935495085102,0.6959704599455532,0.16481577570774292,1.266743984370927,200.13072524038574,0.4853397481959444,0.2660086269330744,2.642857142857143,42,Arable land
BA-10,4364.458521427003,2.0113382213058918e-10,0.0001169287892613119,-0.0019455626754450446,36.27771225798374,99.81500004737609,-45.30372023132885,5.710692065602261,0.005795212283631307,0.8419605196552343,0.2521022241620513,1302.7380952380952,10.3484907604945,0.22157620585948412,0.06408952175615118,3.2386346552336907,4.6169724767518365e-05,7.643232428532154e-08,13.700389055690774,210.0363584317381,4.0476190476190474,45.19073320651994,-55.59422501245225,7.784958218972191,0.24525415540643336,0.03913005060485432,0.28404588229357697,0.23205735107967324,0.05155186525651194,8.97035844590681,1.9747405512514884,299.70627428224816,-0.9440117330725906,0.030177697961298273,0.18743361916983597,0.0016457679795981906,6.523253013440598,0.21982036610608358,0.8205914032774563,0.7086994129501286,0.13861771275788154,0.141958917115391,0.1266639964433636,0.13332634666373971,688.8206845238095,8.087823021749852,0.007422552974914146,0.046253321542494306,0.11131641448375824,0.5334625920535504,0.2685220624932675,0.8677908003801481,2.292827093779187,4095.9060725885515,0.6198289909714132,0.09527156787151289,1.2533257990691415,162.8139574197416,0.5793752916873768,0.21189768688734129,2.0714285714285716,42,Arable land
BA-11,7464.319571012652,-1.979256420122534e-11,3.2342792755506595e-06,0.020894980966946294,12.201121200674834,88.64750160675081,-48.04482846686629,0.7177124026122341,0.0039942550243014215,0.977995739796482,0.08132915395080441,420.26190476190476,4.660253872330235,0.03923353245732297,0.032544819587806244,1.1574858073672667,3.565887806811385e-05,3.957685029172207e-09,10.210039217783098,127.05000447717491,6.738095238095238,36.97364743010043,-58.467225379264015,2.4408728093644436,0.4939193031328236,0.0261967915912813,0.354901157860404,0.2793503019063422,0.03696679217564246,10.439145304590019,2.1321467092818684,299.70986895477955,-0.7487923651956025,0.1627205928959377,0.010814205206928265,0.0014612114218913357,6.6961306600303026,0.01571248231285801,2.2230553204562007,0.1081326398184537,0.1341804435344709,0.14299797378036055,0.1266258925371651,0.13325631949401875,688.4598679315476,7.679569318108724,0.00708494134289326,0.04685238559285651,0.11459535707993705,0.5308053946983183,0.3179669652625393,1.597775484025726,3.989681305830649,17557.29842590461,0.835303345655218,0.38062965016970224,1.2465658292438828,200.36917397195853,0.5880827436751543,0.48312520898421835,3.380952380952381,42,Arable land
