filename,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,M,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NP,LEQf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BIO,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,nROI,aROI,H,date,site,LAT,LON,device_id,habitat,dataset,species_richness
SSW_119_20170506_000000Z_30,2516.5333333333333,-5.502389850530636e-10,4.95597782951584e-05,0.0063598685799251,4.112992656243125,94.81205452271844,-36.6995746359538,1.3569906555394198,0.0146224878172489,0.9636853500613614,0.1850203212695955,956.0,5.168899782420655,0.1292819818076253,0.0391690144071096,3.3012576219512195,9.964363446629796e-05,9.092330823505465e-08,9.47932780958655,105.02004466345208,8.0,44.10895182942952,-46.71738946109432,3.846941203803453,0.3765343073458307,0.0009093594886701,0.073796124419364,0.06461590724669,0.0289048195927927,53.22369175263356,5.830222538133252,320.866124446405,-0.9318634765198812,0.0352698440175814,0.2369486507758103,0.0083571419530392,9.231885701547895,0.2725853492471066,2.279856031882516,0.1190750802832019,0.1544015288177198,0.1481685061312034,0.1519143824178891,0.1510367517179636,780.255859375,7.8638697704312355,0.0067210033149438,0.050457818417762,0.1230850293583237,0.516749729097708,0.3179525382091381,1.5380116644952946,3.2464016511369023,3584.277267555996,0.8126963673592593,0.0598779512400366,1.322896094117838,1.0003810975609757,0.1205296651180797,0.3628605957846791,2017-05-06 00:30:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,0.0
SSW_119_20170506_000000Z_45,1834.6666666666667,3.0906950379862637e-10,2.2599792993318862e-05,0.0102674463236296,3.130060083372348,91.40180558543396,-39.57608595874004,0.6347275885857684,0.010500154807223,0.9812784190793092,0.0863170118056899,446.0,4.532338117211864,0.033481710857364,0.0278961955152431,1.2004573170731707,6.277385907157282e-05,3.9824097911905124e-08,9.074672548886396,99.1578931561288,7.0,40.48333481813332,-49.00441345340848,2.508348184821429,0.3854200774547853,0.0008979241522062,0.0596104375346725,0.0547954872900159,0.0354140128244619,156.5363383982674,10.880819212727758,312.37860868130565,-0.9409189967331332,0.0304397058127151,0.1038516878783862,0.0031612148271719,13.248339586431252,0.1299422377929266,2.261306742669714,0.1604196880972654,0.1470004365697152,0.143355050815596,0.140132161591389,0.1423509031407278,735.384765625,7.780176868066513,0.0068941607384823,0.051712132754461,0.131097444606312,0.5117549508845527,0.31859676140638,1.559405350003725,3.306127702370752,2941.3512720974018,0.8205450681395974,0.0446527212365409,1.2965026854827173,2.0007621951219514,0.1145561120789779,0.3782044042862566,2017-05-06 00:45:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,0.0
SSW_119_20170506_000000Z_15,790.5166666666667,-3.2790658465786946e-10,0.0001760837848486,0.0214863649814508,3.993867150238518,100.3179546199986,-32.77873795524241,1.4010528193941705,0.0229648229878266,0.9601650472396625,0.2347590478033675,1213.0,5.044424282106144,0.1718598800077414,0.0477299067775258,3.601371951219512,0.0001039605539128,3.436224640076894e-07,10.204398488679717,114.02312003771031,9.0,49.56740763922891,-42.08843499556341,4.67644254807194,0.2848559331244278,0.0011336719974925,0.1043902782393647,0.0749466024087938,0.1271929218218249,362.02349372749,18.458914441816216,295.8719424557687,-0.996059339590091,0.0019742200703904,0.8501696705573539,0.0016784220268515,13.258960240110216,0.8974390919065199,1.1145617375709846,0.752486276304807,0.1533842390095633,0.1328130660985754,0.1312668338210053,0.1348075911004645,696.416015625,5.980065640136453,0.0064427416037553,0.0489897929629725,0.0812315594653769,0.5169018135558783,0.3134865258538507,1.4105499141918003,2.654106151336217,515.5329492211919,0.777470467616983,0.0043699549547049,1.2157752552030892,8.003048780487806,0.0482421118854045,0.2735087104849144,2017-05-06 00:15:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,1.0
SSW_120_20170506_030002Z_15,2330.633333333333,1.0453568388636279e-10,1.2500192982584076e-05,0.0045142125945273,3.158203310248597,88.829928152306,-41.60510877053124,0.4783201463804971,0.0083127469732733,0.9877120099509976,0.062899167795626,325.0,4.058071630267886,0.0185794464873233,0.0259199493750988,0.7169397865853658,5.101561655882185e-05,2.173894038837021e-08,7.597482475962807,75.90824940224726,7.0,37.93557905038871,-51.7000221435428,2.656201107211132,0.4479602501559254,0.0028024302997197,0.2417787635059652,0.1257553306221326,0.142020302792505,31.51057701852411,5.065359135972432,296.2682014003808,-0.8664296712262731,0.0715646192475975,0.0578130159555504,0.0041373664744142,12.464046656358544,0.0726361858629636,2.278374405172536,0.1225387627893754,0.1492162338036754,0.1382714209113061,0.1268487087078105,0.1330888713463027,687.537109375,5.857155498617976,0.0057550268583042,0.0438482397540003,0.0978100934541006,0.4991026957832369,0.323598582276289,1.7667204618845698,3.721239098565693,3425.831767138689,0.8644915628653687,0.0626443914275736,1.2117260694839476,53.02019817073171,0.4951621781842819,0.44245571905966075,2017-05-06 03:15:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,0.0
SSW_120_20170506_030002Z_45,2252.9166666666665,2.815936685765244e-10,1.554075862000331e-05,0.0039365068332666,3.361098304009788,89.77548312380588,-41.19111910990444,0.6187974050361404,0.0087185456231259,0.9825355258646176,0.0992839171666344,513.0,4.263043650981184,0.052254693245597,0.0360309641097818,1.4505525914634143,5.222890829801951e-05,2.9171741008959873e-08,8.909788450407651,96.35509402243716,6.0,39.10995205215308,-50.83579392259029,2.9663458880229783,0.3869508648953364,0.0050198845511573,0.4530252900952971,0.2678096051583528,0.1495331074569889,29.25353339039267,4.970640660999628,295.298242172768,-0.8592892113918257,0.0756798822614804,0.075927733631479,0.0057462019416113,12.83450413690015,0.0781588538432967,2.25034108365853,0.1806208457218488,0.1492821311191835,0.1412226383531979,0.1275681702249272,0.1348102376113046,696.4296875,6.074683212173708,0.007244256315331,0.0460180997261071,0.1176131360182342,0.4999710293498776,0.3189681857741096,1.572169012900113,3.317729584204206,2665.022607471555,0.8242271671196342,0.0586864812860804,1.2160524796309224,64.02439024390245,0.4926290892373209,0.38019297152370796,2017-05-06 03:45:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,0.0
SSW_120_20170506_030002Z_30,2265.366666666667,2.343571653433893e-10,1.5704924643528737e-05,0.0709706290698376,5.043463358092782,89.82111954249861,-42.60879562484892,1.338653717733159,0.0074055994549546,0.968574606921598,0.1672150183859105,864.0,5.331719573450777,0.1196051867621443,0.0403087976763739,2.967797256097561,4.565633408733316e-05,2.120524888518745e-08,9.705529129137918,116.75934685128271,7.0,37.7437479126294,-52.508384499185055,3.272732325094076,0.3743878189317741,0.0036646263384531,0.2712832515824781,0.1436070213772912,0.1767865983549299,157.43503426293722,10.966223068864384,296.5288541764609,-0.9074573864264226,0.0485162154772715,0.0552367705682414,0.0026798790631574,10.917492133387256,0.0688604019035782,2.0958134566114155,0.3549041834077492,0.1452747506198466,0.1359029938656911,0.1274643218535189,0.1320476583672086,682.158203125,5.921341378138381,0.0054661791037553,0.0425183883670756,0.0872571562982136,0.4948711181971334,0.3118368139869019,1.3706259795749018,3.217815240649693,2962.554703262365,0.7906780348697474,0.0502821043700758,1.2118511605086206,27.010289634146343,0.4528558120402632,0.3626225345580775,2017-05-06 03:30:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,0.0
SSW_120_20170506_030002Z_00,1899.8166666666664,-5.209902743816348e-10,3.444339255831658e-05,0.031642146728949,3.520143250871808,93.2318201880674,-38.04115475272741,0.8315331992859996,0.012529745861332,0.975956088776175,0.1604412618540739,829.0,4.301740719553875,0.1033481710857364,0.0342526402826323,3.017816310975609,7.133175140823155e-05,6.6686329480331e-08,8.905702638020088,97.82022201092737,7.0,42.631804373047714,-47.78048248366645,3.432886769993786,0.3804072415508011,0.0024740061353524,0.3182245872157714,0.1578926852930705,0.1443790967783755,69.25532403258663,7.079764350243216,295.65334970159046,-0.8942969340802612,0.05580068468572,0.1718328985790133,0.0095883933922408,14.877005540182648,0.1847559942593287,2.022875254797441,0.4056395860053795,0.1682358464922035,0.1365665260930684,0.1286373930569471,0.1355720546602787,700.365234375,5.942443529429338,0.0076695884146341,0.0423141496288042,0.1218473391980654,0.5025366584172501,0.3178108464425225,1.5334266252928417,3.2730974989877097,1813.6908744777909,0.8180556439247704,0.0409560200404817,1.2135055424080634,68.02591463414635,0.2569005879790941,0.3712607636060535,2017-05-06 03:00:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,0.0
SSW_121_20170506_040003Z_45,2353.4,-1.7426496056959835e-10,3.6852555486955024e-05,-0.047805097707617,7.4738369563164095,93.52543706132174,-38.51412570657017,1.5079847424826909,0.0118657095839553,0.9553774730723354,0.1358622024385523,702.0,6.319544222411491,0.0907683375266111,0.0533831310301898,1.7006478658536586,8.121354126684728e-05,6.073058544196172e-08,5.613234789771434,39.705023229635806,11.0,42.353942320265176,-49.81903770187428,5.193579935419088,0.4961440780467517,0.2492356434212728,0.652032302719717,0.5576889264657339,0.1934759041717259,37.99384289992209,5.780425037496364,297.48304724770304,-0.4525350647150489,0.3769030769610714,0.1621599208188491,0.0611185731163879,15.456338395704991,0.1657789109384932,1.3025604078337931,0.7032778709456761,0.1502953023451207,0.1433488399055113,0.1296260295527541,0.1373127026471157,709.357421875,12.240581543739648,0.0111557993370112,0.0477750045704715,0.1484902484373109,0.5007975557213777,0.3304496665136773,2.3750401523650706,4.055680288488612,2529.8139315792173,0.92423387366103,0.1350570632514037,1.2632121478911804,74.0282012195122,1.1008350875919477,0.4740048755641092,2017-05-06 04:45:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,0.0
SSW_121_20170506_040003Z_30,2016.65,-2.295849433245565e-10,2.2521544497925555e-05,-0.0055458932961297,3.27153557419291,91.38674267918049,-39.23525569123324,0.5148862910847356,0.0109203665353311,0.9863063694588288,0.0787691116702148,407.0,4.016708160703612,0.0282562415328043,0.0297378366551298,0.9503620426829268,6.325880744956252e-05,3.710238397646667e-08,7.331020998704149,68.42724144366201,9.0,40.210946978725765,-49.50892507199921,2.7404719640046054,0.4444770896069257,0.0023752935897616,0.3275357232536053,0.2328830272752341,0.1318140102955551,24.11568285939967,4.581189802187457,296.124430501937,-0.8749391197845797,0.0667013018693583,0.0979955400502713,0.0065364300987439,15.22270362565859,0.124304805952132,2.0883005667750267,0.3610253314953928,0.1426223836706452,0.1345086445516861,0.1276628799396516,0.1317894345238095,680.82421875,5.881842209830374,0.0048272357723577,0.043284588342535,0.0859217537568822,0.4990681154157603,0.325475699536308,1.8738287364155504,3.7058914946186183,2883.794275025673,0.8749776843364176,0.0555131098882209,1.2106397377243203,60.02286585365854,0.266049954026326,0.4383905845578334,2017-05-06 04:30:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,0.0
SSW_121_20170506_040003Z_15,1368.6,-4.5748512924472884e-10,0.0001276209186538,0.4393070533636755,15.701809142673842,98.91997963852752,-37.70066028828988,3.899234666679071,0.0130306771743557,0.8962960954827179,0.2483065608670408,1283.0,8.591303194255868,0.216760209018773,0.0613357292602575,3.5346798780487805,8.68365837625098e-05,1.632770493499433e-07,11.211342787280303,148.28681538408216,10.0,46.3974269119222,-47.646831359681286,7.064858184883128,0.2908911628963517,0.1373052584078337,0.7101637450827172,0.6230352412231915,0.1841619692924453,130.7856492233586,9.823400164813338,297.2964200959877,-0.8811409826871787,0.063184534496204,0.4098460764075361,0.0258959335529058,14.64543194268678,0.447436974772001,0.8905046476306684,0.8096387183884584,0.1454024266686436,0.1392144440924928,0.130099578126376,0.1351913351722802,698.3984375,9.671842807926902,0.0088125030245838,0.046199907288788,0.1269609538075538,0.4991014086155291,0.2970198273623348,1.108476626462798,2.6502881189843444,964.9483046772408,0.7182375399539955,0.0363718167903736,1.2347214188588196,64.02439024390245,0.7018924820944638,0.2607246135144273,2017-05-06 04:15:00,SSW,42.4768,-76.4527,SWIFT,Forest - Temperate,USA_Sapsucker,0.0
